2020040101,03,04,05,07,01
2020040102,05,02,04,06,07
2020040103,03,07,09,10,04
2020040104,07,03,02,09,11
2020040105,10,05,07,06,08
2020040106,05,06,03,01,11
2020040107,06,05,10,01,03
2020040108,04,11,03,06,07
2020040109,11,05,06,01,09
2020040110,05,10,08,11,06
2020040111,09,02,08,01,03
2020040112,09,07,10,05,11
2020040113,04,09,06,03,07
2020040114,01,02,08,06,10
2020040115,06,05,09,01,02
2020040116,02,11,10,07,06
2020040117,09,06,07,08,05
2020040118,11,05,10,03,07
2020040119,05,07,06,01,10
2020040120,05,10,03,09,02
2020040121,11,04,06,09,02
2020040122,02,05,06,11,09
2020040123,06,02,11,08,10
2020040124,08,10,05,11,01
2020040125,01,06,04,03,11
2020040126,08,07,03,02,09
2020040127,06,05,09,08,04
2020040128,09,03,02,08,04
2020040129,09,03,10,07,11
2020040130,05,11,08,02,01
2020040131,08,11,07,05,04
2020040132,03,09,04,11,02
2020040133,03,10,06,08,09
2020040134,02,06,05,04,09
2020040135,05,08,04,11,01
2020040136,06,07,11,09,05
2020040137,04,06,05,01,09
2020040138,03,09,06,10,07
2020040139,07,03,06,09,04
2020040201,01,04,06,05,02
2020040202,04,07,01,08,09
2020040203,05,06,09,02,01
2020040204,03,09,04,10,06
2020040205,07,10,05,06,01
2020040206,02,11,01,04,10
2020040207,07,03,08,02,01
2020040208,09,07,06,03,08
2020040209,06,02,09,03,08
2020040210,06,09,04,10,11
2020040211,10,05,04,06,09
2020040212,09,03,10,01,08
2020040213,01,06,07,11,05
2020040214,05,07,02,06,09
2020040215,04,01,06,10,03
2020040216,03,10,05,11,06
2020040217,10,01,04,06,11
2020040218,07,11,05,02,09
2020040219,01,02,11,08,09
2020040220,09,06,08,04,02
2020040221,01,07,10,03,09
2020040222,11,05,02,06,04
2020040223,02,01,03,08,09
2020040224,09,04,08,02,05
2020040225,06,04,02,03,05
2020040226,10,09,06,02,05
2020040227,10,04,05,11,02
2020040228,11,10,01,05,02
2020040229,06,09,05,02,01
2020040230,09,10,06,07,04
2020040231,09,02,08,01,04
2020040232,03,10,07,11,05
2020040233,08,10,05,09,07
2020040234,07,03,08,11,05
2020040235,04,07,03,09,02
2020040236,09,11,08,10,07
2020040237,05,03,04,11,02
2020040238,06,08,09,03,04
2020040239,05,08,07,01,06
